number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year,total_funding
1,2,1,1.0,1.0,1,1.0,Palisades Park,2015,0.0
1,2,1,1.0,1.0,1,1.0,Rye,2013,350565729.0
2,2,1,1.0,1.0,1,1.0,Rye,2020,353879451.0
1,2,1,1.0,1.0,1,1.0,Clarksburg,2010,
1,2,1,1.0,1.0,1,1.0,Whitstable,2014,0.0
1,2,1,1.0,1.0,1,1.0,Kadi,2020,
1,3,3,1.0,1.0,1,1.0,Kadi,2022,
1,2,1,1.0,1.0,1,1.0,Waalre,2014,0.0
1,3,3,1.0,1.0,1,1.0,Waalre,2019,0.0
1,2,1,1.0,1.0,1,1.0,Purdys,2014,0.0
1,2,1,1.0,1.0,1,1.0,Purdys,2017,0.0
1,2,1,1.0,1.0,1,1.0,Vukovar,2010,
1,2,1,1.0,1.0,1,1.0,Cazzago San Martino,2018,
1,2,1,1.0,1.0,1,1.0,Bowen,2021,
1,2,1,1.0,1.0,1,1.0,Trento,2003,0.0
1,2,1,1.0,1.0,1,1.0,Trento,2008,236312.0
2,2,1,1.0,1.0,1,1.0,Trento,2011,236312.0
3,2,1,1.0,1.0,1,1.0,Trento,2013,266312.0
5,2,1,1.0,1.0,1,1.0,Trento,2015,4382484.0
5,3,3,1.0,1.0,1,1.0,Trento,2016,6608581.0
5,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Trento,2021,8455244.0
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Trento,2022,31417975.0
7,5,5,0.5,0.75,2,1.5,Trento,2023,87574804.0
1,2,1,1.0,1.0,1,1.0,Taksim,2014,250000.0
1,2,1,1.0,1.0,1,1.0,Fairmont,2010,0.0
1,2,1,1.0,1.0,1,1.0,Root,2013,1796271.0
1,2,1,1.0,1.0,1,1.0,Root,2016,3878014.0
1,2,1,1.0,1.0,1,1.0,Melíssia,2015,
1,2,1,1.0,1.0,1,1.0,Melíssia,2016,
1,2,1,1.0,1.0,1,1.0,Scotstown,2019,
1,2,1,1.0,1.0,1,1.0,Elmwood Park,2013,0.0
2,2,1,1.0,1.0,1,1.0,Elmwood Park,2018,0.0
1,2,1,1.0,1.0,1,1.0,Son En Breugel,2016,
1,2,1,1.0,1.0,1,1.0,Howrah,2018,5623455.0
1,3,3,1.0,1.0,1,1.0,Howrah,2020,5623455.0
1,3,3,1.0,1.0,1,1.0,Howrah,2021,10806831.0
1,4,6,1.0,1.0,1,1.0,Howrah,2022,11443735.0
1,2,1,1.0,1.0,1,1.0,Hasbrouck Heights,2015,4190000.0
1,2,1,1.0,1.0,1,1.0,Ribeirão Prêto,2016,0.0
2,2,1,1.0,1.0,1,1.0,Ribeirão Prêto,2019,122909.0
2,3,3,1.0,1.0,1,1.0,Ribeirão Prêto,2022,919480.0
1,2,1,1.0,1.0,1,1.0,Rehovot,2000,22500000.0
3,2,1,1.0,1.0,1,1.0,Rehovot,2015,132800924.0
6,3,3,1.0,1.0,1,1.0,Rehovot,2019,1183618859.0
8,3,3,1.0,1.0,1,1.0,Rehovot,2020,1479654623.0
11,3,3,1.0,1.0,1,1.0,Rehovot,2021,1825409973.0
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Rehovot,2022,2440240467.0
1,2,1,1.0,1.0,1,1.0,Lewisburg,2014,0.0
1,2,1,1.0,1.0,1,1.0,Coorparoo,2012,
1,2,1,1.0,1.0,1,1.0,Schwyz,2021,4111771.0
1,2,1,1.0,1.0,1,1.0,Cheltenham,2003,824109.0
2,2,1,1.0,1.0,1,1.0,Cheltenham,2010,11303446.0
3,2,1,1.0,1.0,1,1.0,Cheltenham,2014,105630425.0
4,2,1,1.0,1.0,1,1.0,Cheltenham,2018,147133282.0
5,2,1,1.0,1.0,1,1.0,Cheltenham,2022,204162549.0
1,2,1,1.0,1.0,1,1.0,Saratoga,2016,181155626.0
1,2,1,1.0,1.0,1,1.0,Ra'anana,2002,28000000.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Ra'anana,2011,229699997.0
3,4,3,0.5,0.75,2,1.5,Ra'anana,2013,289474997.0
5,4,3,0.5,0.75,2,1.5,Ra'anana,2014,291555366.0
6,5,4,0.4,0.7,2,1.6,Ra'anana,2015,316530625.0
7,5,4,0.4,0.7,2,1.6,Ra'anana,2017,374448804.0
8,5,4,0.4,0.7,2,1.6,Ra'anana,2018,405766826.0
13,5,4,0.4,0.7,2,1.6,Ra'anana,2019,555966826.0
13,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Ra'anana,2020,770036826.0
14,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Ra'anana,2021,827202693.0
1,2,1,1.0,1.0,1,1.0,Los Altos,2008,290693811.0
3,2,1,1.0,1.0,1,1.0,Los Altos,2009,343193811.0
4,2,1,1.0,1.0,1,1.0,Los Altos,2010,412333648.0
5,2,1,1.0,1.0,1,1.0,Los Altos,2012,774686537.0
8,2,1,1.0,1.0,1,1.0,Los Altos,2015,858030654.0
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2016,1044105654.0
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2017,1160145923.0
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2018,1226093507.0
17,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2020,1425483256.0
20,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2021,2596494063.0
21,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Los Altos,2022,2958025504.0
1,2,1,1.0,1.0,1,1.0,Worcester,2007,20150000.0
3,2,1,1.0,1.0,1,1.0,Worcester,2008,20150000.0
4,2,1,1.0,1.0,1,1.0,Worcester,2012,85204445.0
8,2,1,1.0,1.0,1,1.0,Worcester,2013,86716445.0
9,2,1,1.0,1.0,1,1.0,Worcester,2015,104657416.0
10,2,1,1.0,1.0,1,1.0,Worcester,2016,1546445032.0
11,2,1,1.0,1.0,1,1.0,Worcester,2017,1842952965.0
13,2,1,1.0,1.0,1,1.0,Worcester,2018,1853907965.0
13,2,1,1.0,1.0,1,1.0,Worcester,2019,1855117965.0
14,2,1,1.0,1.0,1,1.0,Worcester,2020,1861672965.0
16,2,1,1.0,1.0,1,1.0,Worcester,2022,2346298198.0
17,3,3,1.0,1.0,1,1.0,Worcester,2023,2387956929.0
1,2,1,1.0,1.0,1,1.0,Canonsburg,2019,891622937.0
2,2,1,1.0,1.0,1,1.0,Canonsburg,2020,1158607610.0
2,2,1,1.0,1.0,1,1.0,Canonsburg,2021,1799607610.0
2,3,3,1.0,1.0,1,1.0,Canonsburg,2023,1804307610.0
1,2,1,1.0,1.0,1,1.0,Kaduna,2023,4341109.0
1,2,1,1.0,1.0,1,1.0,Bedford,1987,
2,2,1,1.0,1.0,1,1.0,Bedford,1999,
2,2,1,1.0,1.0,1,1.0,Bedford,2000,64677000.0
2,2,1,1.0,1.0,1,1.0,Bedford,2001,144677000.0
3,2,1,1.0,1.0,1,1.0,Bedford,2003,404277000.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bedford,2008,610425036.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bedford,2009,763541211.0
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bedford,2010,815221785.0
8,3,3,1.0,1.0,1,1.0,Bedford,2011,880660443.0
9,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Bedford,2013,983049739.0
11,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Bedford,2014,1101315944.0
12,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Bedford,2015,1414417987.0
12,5,5,0.5,0.7333333333333334,3,1.6,Bedford,2016,1538508127.0
13,5,5,0.5,0.7333333333333334,3,1.6,Bedford,2017,1543499441.0
14,5,5,0.5,0.7333333333333334,3,1.6,Bedford,2018,1548350681.0
15,5,5,0.5,0.7333333333333334,3,1.6,Bedford,2020,1918977673.0
18,5,5,0.5,0.7333333333333334,3,1.6,Bedford,2021,3152871669.0
19,5,5,0.5,0.7333333333333333,3,1.6,Bedford,2022,3464809330.0
1,2,1,1.0,1.0,1,1.0,Brendola,2011,
1,2,1,1.0,1.0,1,1.0,Guildford,2007,8767557.0
2,2,1,1.0,1.0,1,1.0,Guildford,2009,14532642.0
3,2,1,1.0,1.0,1,1.0,Guildford,2010,68436073.0
4,2,1,1.0,1.0,1,1.0,Guildford,2011,75501639.0
6,2,1,1.0,1.0,1,1.0,Guildford,2012,75501639.0
7,2,1,1.0,1.0,1,1.0,Guildford,2013,90774362.0
8,2,1,1.0,1.0,1,1.0,Guildford,2016,460479025.0
8,2,1,1.0,1.0,1,1.0,Guildford,2018,506156831.0
9,2,1,1.0,1.0,1,1.0,Guildford,2021,685204553.0
11,2,1,1.0,1.0,1,1.0,Guildford,2022,761724158.0
1,2,1,1.0,1.0,1,1.0,Escanaffles,2007,
1,2,1,1.0,1.0,1,1.0,Dammam,2016,0.0
1,2,1,1.0,1.0,1,1.0,Dammam,2017,0.0
2,2,1,1.0,1.0,1,1.0,Dammam,2021,10812000.0
2,3,3,1.0,1.0,1,1.0,Dammam,2022,13052000.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,São Paulo,1989,
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,São Paulo,1991,
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,São Paulo,1994,
2,5,7,0.7,0.85,2,1.3,São Paulo,1996,
4,5,7,0.7,0.85,2,1.3,São Paulo,1999,
5,5,7,0.7,0.85,2,1.3,São Paulo,2000,23998411.0
6,5,7,0.7,0.85,2,1.3,São Paulo,2001,166498411.0
9,5,7,0.7,0.85,2,1.3,São Paulo,2003,166498411.0
9,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,São Paulo,2004,166498411.0
11,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,São Paulo,2005,234643115.0
12,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,São Paulo,2006,656643115.0
18,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,São Paulo,2007,894793115.0
27,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,São Paulo,2008,1255389825.0
34,6,5,0.3333333333333333,0.6055555555555556,4,2.066666666666667,São Paulo,2009,1264307123.0
44,13,14,0.1794871794871795,0.47243589743589764,5,2.6794871794871793,São Paulo,2010,3088346032.0
60,21,24,0.11428571428571428,0.4035827664399092,7,3.1666666666666665,São Paulo,2011,3112469850.0
71,24,29,0.10507246376811594,0.4035714285714286,7,3.11231884057971,São Paulo,2012,3358793840.0
83,31,38,0.08172043010752689,0.37110599078340845,7,3.350537634408602,São Paulo,2013,3400270106.0
92,122,171,0.023167592467145372,0.23255900604836977,13,5.488687169760195,São Paulo,2014,3829353346.0
124,156,238,0.019685690653432588,0.2331852347174801,12,5.255831265508685,São Paulo,2015,4010496937.0
150,207,336,0.01575911073589419,0.2372103447522006,12,4.970357863139627,São Paulo,2016,4405699991.0
179,260,446,0.013246213246213246,0.2227868918528512,13,5.344520344520345,São Paulo,2017,4881389951.0
206,317,563,0.011240666054386455,0.215666987236515,14,5.499261270614543,São Paulo,2018,5295882632.0
229,409,769,0.009216645093245122,0.2111988034405531,15,5.563593652619972,São Paulo,2019,6057392445.0
251,486,967,0.008204997666624242,0.21446442889076467,14,5.385320945229307,São Paulo,2020,6716601882.0
288,571,1194,0.007337081758687436,0.21342723365627045,15,5.405223215657357,São Paulo,2021,13799451247.0
306,606,1294,0.007058887706952514,0.21551632793177097,15,5.308332651446963,São Paulo,2022,25858907076.0
310,628,1352,0.006867196944300531,0.21406131200100906,15,5.334562520952062,São Paulo,2023,48075086537.0
310,629,1355,0.006860551071866171,0.2141328150127714,15,5.33235952325499,São Paulo,2024,50893675049.0
1,2,1,1.0,1.0,1,1.0,Hjørring,2013,0.0
1,2,1,1.0,1.0,1,1.0,Sion,2014,0.0
1,3,3,1.0,1.0,1,1.0,Sion,2015,0.0
2,3,3,1.0,1.0,1,1.0,Sion,2021,3605937.0
1,2,1,1.0,1.0,1,1.0,Erlanger,1839,
1,3,3,1.0,1.0,1,1.0,Erlanger,2010,0.0
1,4,6,1.0,1.0,1,1.0,Erlanger,2014,130000.0
1,2,1,1.0,1.0,1,1.0,Novato,2005,118900000.0
2,2,1,1.0,1.0,1,1.0,Novato,2010,138900000.0
5,3,3,1.0,1.0,1,1.0,Novato,2011,141900003.0
7,3,3,1.0,1.0,1,1.0,Novato,2012,141900003.0
8,3,3,1.0,1.0,1,1.0,Novato,2015,370048299.0
9,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Novato,2016,374300919.0
10,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Novato,2017,375086606.0
11,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Novato,2018,375086606.0
12,5,7,0.7,0.85,2,1.3,Novato,2019,377504606.0
12,6,10,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Novato,2020,377504606.0
2,2,1,1.0,1.0,1,1.0,Huddersfield,2019,29384949.0
3,2,1,1.0,1.0,1,1.0,Huddersfield,2021,31205465.0
1,2,1,1.0,1.0,1,1.0,Dinajpur,2015,
1,2,1,1.0,1.0,1,1.0,Grebbestad,2019,1070080.0
1,2,1,1.0,1.0,1,1.0,Swansea,2007,0.0
2,2,1,1.0,1.0,1,1.0,Swansea,2008,5651573.0
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Swansea,2011,5651573.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Swansea,2013,21826457.0
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Swansea,2014,21988927.0
1,2,1,1.0,1.0,1,1.0,San Dona Di Piave,2015,
2,2,1,1.0,1.0,1,1.0,San Dona Di Piave,2019,
1,2,1,1.0,1.0,1,1.0,Évry,2022,140869417.0
1,2,1,1.0,1.0,1,1.0,Carpinteria,2007,3210000.0
1,2,1,1.0,1.0,1,1.0,Carpinteria,2008,3210000.0
2,3,3,1.0,1.0,1,1.0,Carpinteria,2009,3210000.0
3,3,3,1.0,1.0,1,1.0,Carpinteria,2010,3210000.0
3,4,6,1.0,1.0,1,1.0,Carpinteria,2019,318270211.0
1,2,1,1.0,1.0,1,1.0,Landegem,2010,
1,2,1,1.0,1.0,1,1.0,Nasik,2008,4922130.0
2,2,1,1.0,1.0,1,1.0,Nasik,2012,4922130.0
3,2,1,1.0,1.0,1,1.0,Nasik,2015,16944029.0
5,3,3,1.0,1.0,1,1.0,Nasik,2016,17096971.0
6,6,15,1.0,1.0,1,1.0,Nasik,2017,17096971.0
7,6,15,1.0,1.0,1,1.0,Nasik,2018,21096971.0
8,6,15,1.0,1.0,1,1.0,Nasik,2019,21096971.0
1,2,1,1.0,1.0,1,1.0,Villars-sur-glâne,2022,531035.0
1,2,1,1.0,1.0,1,1.0,Longwood,2008,0.0
1,2,1,1.0,1.0,1,1.0,Leerdam,2012,
1,2,1,1.0,1.0,1,1.0,Ridgefield Park,2017,21500000.0
1,2,1,1.0,1.0,1,1.0,Leawood,2007,18500000.0
3,3,3,1.0,1.0,1,1.0,Leawood,2012,168920000.0
4,3,3,1.0,1.0,1,1.0,Leawood,2020,437517179.0
1,2,1,1.0,1.0,1,1.0,Sunrise,1988,
2,2,1,1.0,1.0,1,1.0,Sunrise,2002,65475000.0
3,2,1,1.0,1.0,1,1.0,Sunrise,2010,66975000.0
4,2,1,1.0,1.0,1,1.0,Sunrise,2013,66975000.0
6,2,1,1.0,1.0,1,1.0,Sunrise,2014,89496520.0
7,3,3,1.0,1.0,1,1.0,Sunrise,2015,215546520.0
7,3,3,1.0,1.0,1,1.0,Sunrise,2017,215776520.0
8,3,3,1.0,1.0,1,1.0,Sunrise,2019,215912400.0
9,3,3,1.0,1.0,1,1.0,Sunrise,2021,245868023.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sunrise,2023,1521214434.0
1,2,1,1.0,1.0,1,1.0,Farmington Hills,2012,64774585.0
2,2,1,1.0,1.0,1,1.0,Farmington Hills,2013,65824585.0
3,2,1,1.0,1.0,1,1.0,Farmington Hills,2014,68339585.0
4,3,3,1.0,1.0,1,1.0,Farmington Hills,2017,1527841306.0
5,3,3,1.0,1.0,1,1.0,Farmington Hills,2018,1527841306.0
6,3,3,1.0,1.0,1,1.0,Farmington Hills,2022,2671287019.0
1,2,1,1.0,1.0,1,1.0,Dehra Dun,2018,14991.0
2,2,1,1.0,1.0,1,1.0,Dehra Dun,2020,64991.0
3,2,1,1.0,1.0,1,1.0,Dehra Dun,2023,71970596.0
1,2,1,1.0,1.0,1,1.0,Fort Myers,1981,
2,2,1,1.0,1.0,1,1.0,Fort Myers,2005,0.0
3,2,1,1.0,1.0,1,1.0,Fort Myers,2007,0.0
3,2,1,1.0,1.0,1,1.0,Fort Myers,2008,150000.0
4,2,1,1.0,1.0,1,1.0,Fort Myers,2014,328558225.0
5,2,1,1.0,1.0,1,1.0,Fort Myers,2016,328558225.0
6,2,1,1.0,1.0,1,1.0,Fort Myers,2017,328558225.0
8,2,1,1.0,1.0,1,1.0,Fort Myers,2019,328678225.0
9,2,1,1.0,1.0,1,1.0,Fort Myers,2020,420555818.0
11,2,1,1.0,1.0,1,1.0,Fort Myers,2021,1346955818.0
11,2,1,1.0,1.0,1,1.0,Fort Myers,2022,1479682677.0
1,2,1,1.0,1.0,1,1.0,Honolulu,2002,3000000.0
2,2,1,1.0,1.0,1,1.0,Honolulu,2003,3000000.0
3,2,1,1.0,1.0,1,1.0,Honolulu,2006,3000000.0
5,2,1,1.0,1.0,1,1.0,Honolulu,2007,3000000.0
8,2,1,1.0,1.0,1,1.0,Honolulu,2008,3000000.0
12,3,3,1.0,1.0,1,1.0,Honolulu,2009,5000000.0
14,3,3,1.0,1.0,1,1.0,Honolulu,2010,71775642.0
18,3,3,1.0,1.0,1,1.0,Honolulu,2011,72699000.0
20,5,5,0.5,0.7166666666666667,3,1.7,Honolulu,2012,111916812.0
22,5,5,0.5,0.7166666666666667,3,1.7,Honolulu,2013,115724497.0
26,5,5,0.5,0.7166666666666667,3,1.7,Honolulu,2014,140886998.0
31,5,5,0.5,0.7166666666666667,3,1.7,Honolulu,2015,152832443.0
33,5,5,0.5,0.7166666666666667,3,1.7,Honolulu,2016,171719943.0
34,12,14,0.21212121212121213,0.5250000000000004,5,2.3636363636363638,Honolulu,2017,204017461.0
38,12,14,0.21212121212121213,0.5250000000000004,5,2.3636363636363638,Honolulu,2018,206781873.0
39,12,14,0.21212121212121213,0.5250000000000002,5,2.3636363636363638,Honolulu,2019,214525975.0
38,12,14,0.21212121212121213,0.5250000000000002,5,2.3636363636363638,Honolulu,2020,281107430.0
43,12,14,0.21212121212121213,0.5250000000000002,5,2.3636363636363638,Honolulu,2021,293467430.0
43,12,14,0.21212121212121213,0.5250000000000002,5,2.3636363636363638,Honolulu,2022,1009518563.0
43,12,14,0.21212121212121213,0.5250000000000004,5,2.3636363636363638,Honolulu,2023,1144438460.0
44,12,14,0.21212121212121213,0.5250000000000004,5,2.3636363636363638,Honolulu,2024,1305694675.0
1,2,1,1.0,1.0,1,1.0,Mysuru,2022,6792.0
1,2,1,1.0,1.0,1,1.0,Mysuru,2023,6792.0
1,2,1,1.0,1.0,1,1.0,Fruitland,2021,
1,2,1,1.0,1.0,1,1.0,Surry Hills,2008,0.0
2,2,1,1.0,1.0,1,1.0,Surry Hills,2011,17020953.0
3,2,1,1.0,1.0,1,1.0,Surry Hills,2012,18047819.0
4,2,1,1.0,1.0,1,1.0,Surry Hills,2013,33618634.0
5,2,1,1.0,1.0,1,1.0,Surry Hills,2014,41925763.0
8,2,1,1.0,1.0,1,1.0,Surry Hills,2016,53548429.0
10,2,1,1.0,1.0,1,1.0,Surry Hills,2018,148711890.0
13,3,3,1.0,1.0,1,1.0,Surry Hills,2019,166011890.0
14,3,3,1.0,1.0,1,1.0,Surry Hills,2021,450715583.0
15,3,3,1.0,1.0,1,1.0,Surry Hills,2023,972437521.0
1,2,1,1.0,1.0,1,1.0,Northbrook,2005,18000000.0
2,2,1,1.0,1.0,1,1.0,Northbrook,2006,18000000.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Northbrook,2008,18000000.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Northbrook,2010,18000000.0
4,3,3,1.0,1.0,1,1.0,Northbrook,2011,18000000.0
6,3,3,1.0,1.0,1,1.0,Northbrook,2015,160623552.0
7,3,3,1.0,1.0,1,1.0,Northbrook,2017,160623552.0
9,3,3,1.0,1.0,1,1.0,Northbrook,2019,175173552.0
9,3,3,1.0,1.0,1,1.0,Northbrook,2020,4646497848.0
10,3,3,1.0,1.0,1,1.0,Northbrook,2021,4703317848.0
10,3,3,1.0,1.0,1,1.0,Northbrook,2022,5331009578.0
1,2,1,1.0,1.0,1,1.0,Troy,1979,
2,2,1,1.0,1.0,1,1.0,Troy,1994,
3,2,1,1.0,1.0,1,1.0,Troy,1999,
4,2,1,1.0,1.0,1,1.0,Troy,2002,23798327.0
5,2,1,1.0,1.0,1,1.0,Troy,2004,110298327.0
6,2,1,1.0,1.0,1,1.0,Troy,2005,110298327.0
7,2,1,1.0,1.0,1,1.0,Troy,2008,112748327.0
8,2,1,1.0,1.0,1,1.0,Troy,2010,144406013.0
11,2,1,1.0,1.0,1,1.0,Troy,2011,144588506.0
12,2,1,1.0,1.0,1,1.0,Troy,2012,172743736.0
12,5,5,0.5,0.75,2,1.5,Troy,2013,196063146.0
13,5,5,0.5,0.75,2,1.5,Troy,2014,258883309.0
16,9,14,0.3888888888888889,0.6805555555555556,3,1.6944444444444444,Troy,2015,367147802.0
20,10,16,0.35555555555555557,0.6629629629629632,3,1.7333333333333334,Troy,2016,376167922.0
21,10,17,0.37777777777777777,0.674074074074074,3,1.711111111111111,Troy,2017,387642922.0
22,11,18,0.32727272727272727,0.628787878787879,4,1.8909090909090909,Troy,2018,410800586.0
26,11,18,0.32727272727272727,0.628787878787879,4,1.8909090909090909,Troy,2019,433256509.0
31,12,19,0.2878787878787879,0.6010101010101011,4,1.9848484848484849,Troy,2020,646572025.0
33,12,19,0.2878787878787879,0.601010101010101,4,1.9848484848484849,Troy,2021,914957805.0
34,12,19,0.2878787878787879,0.601010101010101,4,1.9848484848484849,Troy,2022,958242732.0
34,13,20,0.2564102564102564,0.5801282051282051,4,2.051282051282051,Troy,2023,1222502035.0
1,2,1,1.0,1.0,1,1.0,Chittagong,2009,0.0
1,3,3,1.0,1.0,1,1.0,Chittagong,2018,12020.0
1,2,1,1.0,1.0,1,1.0,Saint-ouen-l'aumone,2020,
1,2,1,1.0,1.0,1,1.0,Pueblo,2013,9750000.0
2,2,1,1.0,1.0,1,1.0,Pueblo,2018,17640000.0
1,2,1,1.0,1.0,1,1.0,Palm Beach,2003,20000000.0
2,2,1,1.0,1.0,1,1.0,Palm Beach,2006,20000000.0
3,2,1,1.0,1.0,1,1.0,Palm Beach,2007,20000000.0
4,2,1,1.0,1.0,1,1.0,Palm Beach,2015,22104093.0
1,2,1,1.0,1.0,1,1.0,Colmar,2017,1250000.0
1,2,1,1.0,1.0,1,1.0,Liberty,2016,1457500.0
1,2,1,1.0,1.0,1,1.0,Wee Waa,2007,
1,2,1,1.0,1.0,1,1.0,Sitamarhi,2022,
1,3,3,1.0,1.0,1,1.0,Sitamarhi,2023,
1,2,1,1.0,1.0,1,1.0,Tallin,2020,46682127.0
1,2,1,1.0,1.0,1,1.0,Christchurch,2002,5593519.0
3,3,3,1.0,1.0,1,1.0,Christchurch,2005,5593519.0
3,4,6,1.0,1.0,1,1.0,Christchurch,2006,5593519.0
5,4,6,1.0,1.0,1,1.0,Christchurch,2010,5593519.0
6,4,6,1.0,1.0,1,1.0,Christchurch,2011,5593519.0
7,4,6,1.0,1.0,1,1.0,Christchurch,2012,5626381.0
7,4,6,1.0,1.0,1,1.0,Christchurch,2013,5626381.0
8,4,6,1.0,1.0,1,1.0,Christchurch,2014,6926381.0
8,4,6,1.0,1.0,1,1.0,Christchurch,2015,7684381.0
10,4,6,1.0,1.0,1,1.0,Christchurch,2016,7684381.0
12,4,6,1.0,1.0,1,1.0,Christchurch,2017,9189789.0
14,5,10,1.0,1.0,1,1.0,Christchurch,2018,10489789.0
14,5,10,1.0,1.0,1,1.0,Christchurch,2019,12671883.0
17,5,10,1.0,1.0,1,1.0,Christchurch,2020,12706883.0
18,5,10,1.0,1.0,1,1.0,Christchurch,2021,17163260.0
21,5,10,1.0,1.0,1,1.0,Christchurch,2022,131461957.0
1,2,1,1.0,1.0,1,1.0,A Coruña,1985,
1,2,1,1.0,1.0,1,1.0,A Coruña,2005,0.0
2,2,1,1.0,1.0,1,1.0,A Coruña,2012,6494015.0
3,2,1,1.0,1.0,1,1.0,A Coruña,2013,6494015.0
4,3,3,1.0,1.0,1,1.0,A Coruña,2014,9277561.0
5,3,3,1.0,1.0,1,1.0,A Coruña,2015,9333519.0
7,3,3,1.0,1.0,1,1.0,A Coruña,2018,12840623.0
8,3,3,1.0,1.0,1,1.0,A Coruña,2019,16340623.0
9,3,3,1.0,1.0,1,1.0,A Coruña,2021,32132112.0
10,3,3,1.0,1.0,1,1.0,A Coruña,2022,37829338.0
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Moscow,2000,1000000.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Moscow,2001,1000000.0
5,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Moscow,2003,1000000.0
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Moscow,2004,1000000.0
9,5,6,0.6,0.8,2,1.4,Moscow,2005,1000000.0
11,5,6,0.6,0.8,2,1.4,Moscow,2006,23000000.0
13,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Moscow,2007,64082000.0
22,8,8,0.2857142857142857,0.619047619047619,3,1.8571428571428572,Moscow,2008,159112000.0
23,9,10,0.2777777777777778,0.6157407407407409,3,1.8611111111111112,Moscow,2009,163312000.0
28,14,18,0.1978021978021978,0.5494505494505492,4,2.10989010989011,Moscow,2010,291135514.0
35,26,36,0.11076923076923077,0.4138974358974369,5,2.963076923076923,Moscow,2011,557717468.0
41,35,54,0.0907563025210084,0.381680672268905,6,3.2252100840336135,Moscow,2012,1742314468.0
57,90,138,0.03445692883895131,0.24296311054737812,13,5.646192259675406,Moscow,2013,2489058761.0
64,113,190,0.03002528445006321,0.23863898822416604,14,5.565423514538558,Moscow,2014,8861182938.0
68,137,236,0.025332760841562902,0.22264238760857089,15,6.210283383426363,Moscow,2015,9263044854.0
77,147,253,0.023576553909234927,0.24438238921742952,15,5.372285900661635,Moscow,2016,9487918637.0
85,170,302,0.021023320570831883,0.24775664255299765,12,4.916533240515141,Moscow,2017,10556166441.0
90,183,325,0.0195160031225605,0.24522416173467232,12,4.945355191256831,Moscow,2018,10823942544.0
96,194,341,0.018214838950910743,0.25078961183869236,12,4.763527589338176,Moscow,2019,27408082628.0
100,228,392,0.015148002164000309,0.24802440595104847,11,4.764703609243373,Moscow,2020,30667616265.0
101,234,402,0.014746340926598437,0.2511632621075042,11,4.696672902681486,Moscow,2021,32206347481.0
102,236,406,0.014641182834475297,0.2516308973512749,11,4.673314100252434,Moscow,2022,45691993500.0
102,237,407,0.014553386254737895,0.2508790216712721,11,4.6899449331330905,Moscow,2023,45864267226.0
