number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year,total_funding
105,60,73,0.04124293785310734,0.29875080506436735,11,4.262146892655367,Charlotte,2022,10503254346.0
108,66,83,0.0386946386946387,0.29212437394255875,11,4.321212121212121,Charlotte,2023,15545414263.0
109,66,83,0.0386946386946387,0.29212437394255875,11,4.321212121212121,Charlotte,2024,19588353507.0
1,3,3,1.0,1.0,1,1.0,Blackburn,1990,
1,3,3,1.0,1.0,1,1.0,Blackburn,2004,0.0
2,3,3,1.0,1.0,1,1.0,Blackburn,2019,3556463.0
2,2,1,1.0,1.0,1,1.0,Costa Mesa,2004,88700000.0
3,2,1,1.0,1.0,1,1.0,Costa Mesa,2006,143700000.0
3,3,3,1.0,1.0,1,1.0,Costa Mesa,2008,224500000.0
4,3,3,1.0,1.0,1,1.0,Costa Mesa,2011,274836500.0
6,3,3,1.0,1.0,1,1.0,Costa Mesa,2013,290321998.0
9,3,3,1.0,1.0,1,1.0,Costa Mesa,2014,298371998.0
10,3,3,1.0,1.0,1,1.0,Costa Mesa,2015,306635987.0
12,5,7,0.7,0.85,2,1.3,Costa Mesa,2016,306635987.0
15,5,7,0.7,0.85,2,1.3,Costa Mesa,2017,532853016.0
17,5,7,0.7,0.85,2,1.3,Costa Mesa,2018,695634431.0
19,5,7,0.7,0.85,2,1.3,Costa Mesa,2019,713936436.0
20,5,7,0.7,0.85,2,1.3,Costa Mesa,2020,738401309.0
21,5,7,0.7,0.85,2,1.3,Costa Mesa,2021,1184367111.0
21,5,7,0.7,0.85,2,1.3,Costa Mesa,2022,1374108835.0
1,2,1,1.0,1.0,1,1.0,Morges,2012,9629623.0
1,3,3,1.0,1.0,1,1.0,Morges,2013,9629623.0
1,4,6,1.0,1.0,1,1.0,Morges,2014,9629623.0
1,5,7,0.7,0.85,2,1.3,Morges,2017,9629623.0
2,5,7,0.7,0.85,2,1.3,Morges,2020,57504741.0
1,2,1,1.0,1.0,1,1.0,Cannes,2017,600978.0
1,3,3,1.0,1.0,1,1.0,Cannes,2022,3573222.0
1,2,1,1.0,1.0,1,1.0,Gernsbach,2013,
1,2,1,1.0,1.0,1,1.0,Gernsbach,2018,
1,2,1,1.0,1.0,1,1.0,Claremont,2005,0.0
2,2,1,1.0,1.0,1,1.0,Claremont,2008,0.0
3,2,1,1.0,1.0,1,1.0,Claremont,2013,0.0
4,2,1,1.0,1.0,1,1.0,Claremont,2019,54801795.0
1,2,1,1.0,1.0,1,1.0,Brabrand,2014,0.0
1,2,1,1.0,1.0,1,1.0,Hawthorn,1994,
2,2,1,1.0,1.0,1,1.0,Hawthorn,2001,0.0
3,2,1,1.0,1.0,1,1.0,Hawthorn,2019,97750000.0
1,2,1,1.0,1.0,1,1.0,León,2007,0.0
2,2,1,1.0,1.0,1,1.0,León,2011,20000.0
3,2,1,1.0,1.0,1,1.0,León,2015,3090015.0
3,3,3,1.0,1.0,1,1.0,León,2020,8945261.0
4,3,3,1.0,1.0,1,1.0,León,2021,17212750.0
1,2,1,1.0,1.0,1,1.0,Åbyhøj,2015,330000.0
1,2,1,1.0,1.0,1,1.0,Oxnard,1998,
2,2,1,1.0,1.0,1,1.0,Oxnard,2004,76400000.0
3,2,1,1.0,1.0,1,1.0,Oxnard,2014,76400000.0
1,2,1,1.0,1.0,1,1.0,Cagayan De Oro City,2019,
1,2,1,1.0,1.0,1,1.0,Pilton,2003,
1,2,1,1.0,1.0,1,1.0,Waterlooville,2020,14722904.0
2,2,1,1.0,1.0,1,1.0,Waterlooville,2021,14722904.0
1,2,1,1.0,1.0,1,1.0,Waterford,2011,0.0
3,3,3,1.0,1.0,1,1.0,Waterford,2013,0.0
3,3,3,1.0,1.0,1,1.0,Waterford,2018,5109407.0
3,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Waterford,2020,13991530.0
1,2,1,1.0,1.0,1,1.0,Minchinhampton,2018,
1,2,1,1.0,1.0,1,1.0,Sevilla,2006,0.0
1,3,3,1.0,1.0,1,1.0,Sevilla,2012,521641.0
1,2,1,1.0,1.0,1,1.0,Dushore,2020,0.0
1,3,3,1.0,1.0,1,1.0,Dushore,2022,11000000.0
1,2,1,1.0,1.0,1,1.0,Whitestown,1996,
1,2,1,1.0,1.0,1,1.0,Whitestown,2018,0.0
1,2,1,1.0,1.0,1,1.0,Alstahaug,2019,
1,2,1,1.0,1.0,1,1.0,Brainerd,2016,500000.0
1,2,1,1.0,1.0,1,1.0,Saint-genis-laval,2023,0.0
1,2,1,1.0,1.0,1,1.0,Rolling Meadows,2006,52000000.0
2,2,1,1.0,1.0,1,1.0,Rolling Meadows,2010,179252500.0
3,2,1,1.0,1.0,1,1.0,Rolling Meadows,2019,189954696.0
4,2,1,1.0,1.0,1,1.0,Rolling Meadows,2022,285954696.0
1,2,1,1.0,1.0,1,1.0,Mount Horeb,2016,0.0
1,2,1,1.0,1.0,1,1.0,Västra Frölunda,2013,590315.0
1,2,1,1.0,1.0,1,1.0,Mostar,2019,138333.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Mostar,2020,138333.0
1,2,1,1.0,1.0,1,1.0,Mataró,2017,59465.0
2,2,1,1.0,1.0,1,1.0,Mataró,2018,410548.0
1,2,1,1.0,1.0,1,1.0,Carlstadt,2019,67583888.0
1,2,1,1.0,1.0,1,1.0,Santa Clarita,2011,846668.0
1,3,3,1.0,1.0,1,1.0,Santa Clarita,2015,6361668.0
1,2,1,1.0,1.0,1,1.0,West Covina,2011,0.0
1,2,1,1.0,1.0,1,1.0,Leith,2017,0.0
2,2,1,1.0,1.0,1,1.0,El Segundo,1999,
3,2,1,1.0,1.0,1,1.0,El Segundo,2000,526100000.0
5,2,1,1.0,1.0,1,1.0,El Segundo,2001,526120000.0
6,2,1,1.0,1.0,1,1.0,El Segundo,2003,526120000.0
7,2,1,1.0,1.0,1,1.0,El Segundo,2004,536120000.0
8,2,1,1.0,1.0,1,1.0,El Segundo,2006,594920000.0
9,2,1,1.0,1.0,1,1.0,El Segundo,2007,760920000.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,El Segundo,2008,810003000.0
10,3,3,1.0,1.0,1,1.0,El Segundo,2009,847558970.0
9,4,3,0.5,0.7222222222222222,3,1.6666666666666667,El Segundo,2010,1166050386.0
11,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,El Segundo,2011,1188500386.0
13,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,El Segundo,2012,1285981190.0
14,5,9,0.9,0.95,2,1.1,El Segundo,2013,1288605189.0
19,5,10,1.0,1.0,1,1.0,El Segundo,2014,1689700812.0
20,9,9,0.25,0.5356481481481483,5,2.388888888888889,El Segundo,2015,1703639274.0
22,9,9,0.25,0.5356481481481483,5,2.388888888888889,El Segundo,2016,1717209274.0
25,10,10,0.2222222222222222,0.4985185185185186,6,2.6666666666666665,El Segundo,2017,1805496405.0
26,13,14,0.1794871794871795,0.4482905982905985,6,3.0128205128205128,El Segundo,2018,1918246405.0
29,14,15,0.16483516483516483,0.442857142857143,6,2.989010989010989,El Segundo,2019,2401581405.0
30,14,15,0.16483516483516483,0.442857142857143,6,2.989010989010989,El Segundo,2020,2475181387.0
34,14,15,0.16483516483516483,0.442857142857143,6,2.989010989010989,El Segundo,2021,4086193978.0
37,15,17,0.1619047619047619,0.44412698412698404,6,2.980952380952381,El Segundo,2022,5039233936.0
37,15,17,0.1619047619047619,0.44412698412698404,6,2.980952380952381,El Segundo,2023,6339363055.0
1,2,1,1.0,1.0,1,1.0,Charlestown,2008,0.0
1,2,1,1.0,1.0,1,1.0,Charlestown,2010,0.0
1,2,1,1.0,1.0,1,1.0,Charlestown,2012,0.0
1,2,1,1.0,1.0,1,1.0,Craiova,2002,15000000.0
1,2,1,1.0,1.0,1,1.0,Dakar,2015,19455358.0
2,2,1,1.0,1.0,1,1.0,Dakar,2016,36608936.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dakar,2017,47224536.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dakar,2019,185046753.0
4,3,3,1.0,1.0,1,1.0,Dakar,2020,185046753.0
5,3,3,1.0,1.0,1,1.0,Dakar,2021,193508811.0
6,3,3,1.0,1.0,1,1.0,Dakar,2022,527014568.0
1,2,1,1.0,1.0,1,1.0,Kotka,2017,109727.0
1,2,1,1.0,1.0,1,1.0,Allston,2020,103891257.0
1,2,1,1.0,1.0,1,1.0,Créteil,2013,4139717.0
1,2,1,1.0,1.0,1,1.0,Chapel Hill,2001,500000.0
1,4,3,0.5,0.75,2,1.5,Chapel Hill,2005,15500000.0
1,5,4,0.4,0.7,2,1.6,Chapel Hill,2009,36830000.0
2,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Chapel Hill,2010,37342000.0
3,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Chapel Hill,2011,37543000.0
3,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Chapel Hill,2012,212162996.0
5,8,7,0.25,0.625,2,1.75,Chapel Hill,2013,212462996.0
8,8,7,0.25,0.625,2,1.75,Chapel Hill,2014,215461795.0
8,8,7,0.25,0.625,2,1.75,Chapel Hill,2015,226641966.0
8,9,8,0.2222222222222222,0.6111111111111112,2,1.7777777777777777,Chapel Hill,2016,277391966.0
11,9,8,0.2222222222222222,0.6111111111111112,2,1.7777777777777777,Chapel Hill,2017,537275248.0
12,9,8,0.2222222222222222,0.6111111111111112,2,1.7777777777777777,Chapel Hill,2018,539796308.0
12,15,16,0.1523809523809524,0.49444444444444424,4,2.4380952380952383,Chapel Hill,2019,622083914.0
12,20,22,0.11578947368421053,0.45026315789473736,5,2.6789473684210527,Chapel Hill,2020,877360166.0
12,21,25,0.11904761904761904,0.4659523809523819,5,2.5285714285714285,Chapel Hill,2021,1043191965.0
13,21,25,0.11904761904761904,0.4659523809523811,5,2.5285714285714285,Chapel Hill,2022,1261918365.0
1,2,1,1.0,1.0,1,1.0,Greencastle,2023,1027000.0
1,2,1,1.0,1.0,1,1.0,Wilrijk,2014,0.0
1,2,1,1.0,1.0,1,1.0,Cleveland,1895,
2,2,1,1.0,1.0,1,1.0,Cleveland,1977,
3,2,1,1.0,1.0,1,1.0,Cleveland,1983,
4,2,1,1.0,1.0,1,1.0,Cleveland,1990,
5,2,1,1.0,1.0,1,1.0,Cleveland,1992,
6,2,1,1.0,1.0,1,1.0,Cleveland,1993,
7,2,1,1.0,1.0,1,1.0,Cleveland,1994,
8,2,1,1.0,1.0,1,1.0,Cleveland,1997,
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cleveland,1998,
9,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cleveland,1999,
10,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cleveland,2000,8244690.0
12,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cleveland,2001,10744690.0
11,6,6,0.4,0.6333333333333333,4,2.066666666666667,Cleveland,2002,32744690.0
11,7,7,0.3333333333333333,0.5849206349206348,5,2.2857142857142856,Cleveland,2003,125744690.0
13,7,7,0.3333333333333333,0.5849206349206348,5,2.2857142857142856,Cleveland,2004,125744690.0
14,10,11,0.24444444444444444,0.550740740740741,5,2.2666666666666666,Cleveland,2005,125940297.0
16,13,14,0.1794871794871795,0.4927350427350427,6,2.551282051282051,Cleveland,2006,126590297.0
18,15,16,0.1523809523809524,0.44818594104308396,7,2.9238095238095236,Cleveland,2007,138660297.0
18,19,21,0.12280701754385964,0.39560707323865224,8,3.43859649122807,Cleveland,2008,146260297.0
20,20,22,0.11578947368421053,0.3825563909774436,8,3.5842105263157893,Cleveland,2009,369665539.0
21,34,43,0.0766488413547237,0.3093656195260465,11,4.602495543672014,Cleveland,2010,377169104.0
23,36,46,0.07301587301587302,0.3224231544469629,10,4.152380952380953,Cleveland,2011,439526829.0
31,39,52,0.07017543859649122,0.33947368421052376,8,3.755735492577598,Cleveland,2012,657496829.0
38,42,58,0.06736353077816493,0.344209391073502,7,3.632984901277584,Cleveland,2013,752314226.0
43,48,72,0.06382978723404255,0.36208628841607976,6,3.3085106382978724,Cleveland,2014,806446225.0
46,57,84,0.05263157894736842,0.34201724549469353,7,3.4974937343358397,Cleveland,2015,1054790884.0
52,67,97,0.0438715513342379,0.33101430079042254,8,3.585255540479421,Cleveland,2016,1790406107.0
59,78,115,0.038295038295038296,0.3176170390456113,9,3.756909756909757,Cleveland,2017,1846467354.0
61,91,147,0.035897435897435895,0.3058360951218059,10,3.909157509157509,Cleveland,2018,1885374172.0
61,107,172,0.030329747839887147,0.29752808076736054,10,3.9747839887145124,Cleveland,2019,2046052110.0
66,114,182,0.02825648191274647,0.2970402900072127,10,3.9552864462040054,Cleveland,2020,2153277022.0
66,128,201,0.02472933070866142,0.2889200861610869,9,4.02878937007874,Cleveland,2021,2736889797.0
66,140,223,0.022918807810894143,0.27849936377425866,9,4.2077081192189105,Cleveland,2022,3978150998.0
68,142,228,0.022774947557686546,0.27819489831024297,9,4.215562880831086,Cleveland,2023,4976271858.0
1,2,1,1.0,1.0,1,1.0,Labège,2009,13625479.0
1,3,3,1.0,1.0,1,1.0,Labège,2010,15251479.0
2,3,3,1.0,1.0,1,1.0,Labège,2014,23312475.0
3,3,3,1.0,1.0,1,1.0,Labège,2020,358734282.0
1,2,1,1.0,1.0,1,1.0,Escazú,2016,0.0
2,2,1,1.0,1.0,1,1.0,Escazú,2021,67130000.0
1,2,1,1.0,1.0,1,1.0,Sissach,2018,0.0
1,2,1,1.0,1.0,1,1.0,Bockhorn,2016,138018.0
1,2,1,1.0,1.0,1,1.0,Paterna,2005,0.0
2,2,1,1.0,1.0,1,1.0,Paterna,2008,0.0
3,2,1,1.0,1.0,1,1.0,Paterna,2017,2131818.0
1,2,1,1.0,1.0,1,1.0,Vandalia,2015,0.0
1,2,1,1.0,1.0,1,1.0,Leiria,2010,0.0
2,2,1,1.0,1.0,1,1.0,Leiria,2019,2270100.0
1,2,1,1.0,1.0,1,1.0,Hermosillo,2013,0.0
2,2,1,1.0,1.0,1,1.0,Hermosillo,2020,3341500.0
1,2,1,1.0,1.0,1,1.0,Beachwood,2009,55033006.0
1,2,1,1.0,1.0,1,1.0,Burghausen,2018,0.0
1,2,1,1.0,1.0,1,1.0,Crawley,2007,30156375.0
2,3,3,1.0,1.0,1,1.0,Crawley,2013,38082679.0
2,4,6,1.0,1.0,1,1.0,Crawley,2015,38082679.0
1,2,1,1.0,1.0,1,1.0,San Rafael,1991,
3,2,1,1.0,1.0,1,1.0,San Rafael,2010,80500027.0
5,2,1,1.0,1.0,1,1.0,San Rafael,2011,80500027.0
7,3,3,1.0,1.0,1,1.0,San Rafael,2012,81090027.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2013,92016209.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2014,93029305.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2015,94622305.0
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2016,96834805.0
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2017,98689155.0
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2018,396305481.0
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2019,398330481.0
16,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2020,984130481.0
17,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2021,1064696461.0
18,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Rafael,2023,1543005575.0
1,2,1,1.0,1.0,1,1.0,Shawnee,2012,1550000.0
2,2,1,1.0,1.0,1,1.0,Shawnee,2013,17500000.0
3,2,1,1.0,1.0,1,1.0,Shawnee,2018,18745000.0
1,2,1,1.0,1.0,1,1.0,Norwalk,2007,299436990.0
2,2,1,1.0,1.0,1,1.0,Norwalk,2008,299436990.0
4,2,1,1.0,1.0,1,1.0,Norwalk,2012,387377132.0
6,2,1,1.0,1.0,1,1.0,Norwalk,2013,414753086.0
7,2,1,1.0,1.0,1,1.0,Norwalk,2014,416053086.0
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Norwalk,2016,668997427.0
10,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Norwalk,2017,678197427.0
12,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Norwalk,2019,705561063.0
12,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Norwalk,2022,1003391790.0
1,2,1,1.0,1.0,1,1.0,Moreno Valley,2021,
1,3,3,1.0,1.0,1,1.0,Marlton,1997,
2,3,3,1.0,1.0,1,1.0,Marlton,2014,17715922.0
3,3,3,1.0,1.0,1,1.0,Marlton,2018,27715922.0
3,3,3,1.0,1.0,1,1.0,Marlton,2019,27715922.0
4,3,3,1.0,1.0,1,1.0,Marlton,2020,27815922.0
4,3,3,1.0,1.0,1,1.0,Marlton,2021,28065922.0
1,2,1,1.0,1.0,1,1.0,Edge Hill,2009,
1,2,1,1.0,1.0,1,1.0,Orinda,2013,3500000.0
2,2,1,1.0,1.0,1,1.0,Orinda,2014,5700000.0
3,2,1,1.0,1.0,1,1.0,Orinda,2016,22900000.0
4,2,1,1.0,1.0,1,1.0,Orinda,2019,35840500.0
1,2,1,1.0,1.0,1,1.0,King Of Prussia,2007,263800000.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,King Of Prussia,2009,273359436.0
2,4,3,0.5,0.7222222222222222,3,1.6666666666666667,King Of Prussia,2010,333298813.0
2,5,4,0.4,0.6666666666666667,3,1.8,King Of Prussia,2011,333298813.0
3,5,4,0.4,0.6666666666666667,3,1.8,King Of Prussia,2015,558130809.0
4,5,4,0.4,0.6666666666666667,3,1.8,King Of Prussia,2019,1675675142.0
7,5,4,0.4,0.6666666666666666,3,1.8,King Of Prussia,2020,1853307479.0
8,5,4,0.4,0.6666666666666666,3,1.8,King Of Prussia,2021,1884673516.0
9,5,4,0.4,0.6666666666666667,3,1.8,King Of Prussia,2022,2296448627.0
1,2,1,1.0,1.0,1,1.0,Karlslunde,2020,546952.0
1,2,1,1.0,1.0,1,1.0,Kennesaw,1994,
2,2,1,1.0,1.0,1,1.0,Kennesaw,2004,16760000.0
3,2,1,1.0,1.0,1,1.0,Kennesaw,2012,41030018.0
5,3,3,1.0,1.0,1,1.0,Kennesaw,2013,41030018.0
6,3,3,1.0,1.0,1,1.0,Kennesaw,2017,62430018.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Kennesaw,2018,62430018.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Kennesaw,2019,1088430018.0
1,2,1,1.0,1.0,1,1.0,Zeeland,2018,225000.0
2,2,1,1.0,1.0,1,1.0,Zeeland,2019,225000.0
3,2,1,1.0,1.0,1,1.0,Zeeland,2021,225000.0
3,2,1,1.0,1.0,1,1.0,Zeeland,2022,225000.0
1,2,1,1.0,1.0,1,1.0,Dayton,1984,
2,2,1,1.0,1.0,1,1.0,Dayton,2000,4000000.0
2,3,3,1.0,1.0,1,1.0,Dayton,2002,4000000.0
3,3,3,1.0,1.0,1,1.0,Dayton,2003,4000000.0
3,3,3,1.0,1.0,1,1.0,Dayton,2008,21500000.0
6,3,3,1.0,1.0,1,1.0,Dayton,2010,21500000.0
7,4,6,1.0,1.0,1,1.0,Dayton,2011,22911000.0
9,4,6,1.0,1.0,1,1.0,Dayton,2013,23629060.0
10,4,6,1.0,1.0,1,1.0,Dayton,2014,47044060.0
11,5,5,0.5,0.7166666666666667,3,1.7,Dayton,2016,61158292.0
12,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2017,61188292.0
15,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2018,80588292.0
16,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2019,191189119.0
19,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2020,191189119.0
19,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2021,281341745.0
19,7,8,0.38095238095238093,0.6269841269841268,4,2.0476190476190474,Dayton,2022,292995967.0
1,2,1,1.0,1.0,1,1.0,Haifa,1991,
2,2,1,1.0,1.0,1,1.0,Haifa,2007,21550000.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Haifa,2008,22250000.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Haifa,2013,36453000.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Haifa,2014,51242560.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Haifa,2015,70657340.0
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Haifa,2016,84657340.0
6,5,4,0.4,0.6666666666666666,3,1.8,Haifa,2017,93746827.0
6,6,5,0.3333333333333333,0.6333333333333332,3,1.8666666666666667,Haifa,2018,113787827.0
7,7,6,0.2857142857142857,0.6111111111111112,3,1.9047619047619047,Haifa,2019,162978966.0
8,10,9,0.2,0.5333333333333335,4,2.2222222222222223,Haifa,2020,1311358999.0
1,2,1,1.0,1.0,1,1.0,Bay Shore,2004,0.0
2,2,1,1.0,1.0,1,1.0,Tarrytown,2020,112803913.0
1,2,1,1.0,1.0,1,1.0,Redondo Beach,2010,25200000.0
3,2,1,1.0,1.0,1,1.0,Redondo Beach,2020,79237272.0
1,2,1,1.0,1.0,1,1.0,Bellingham,1992,
2,2,1,1.0,1.0,1,1.0,Bellingham,2000,3500000.0
4,2,1,1.0,1.0,1,1.0,Bellingham,2005,3500000.0
5,2,1,1.0,1.0,1,1.0,Bellingham,2006,3500000.0
5,2,1,1.0,1.0,1,1.0,Bellingham,2008,3500000.0
5,3,3,1.0,1.0,1,1.0,Bellingham,2009,3500000.0
6,3,3,1.0,1.0,1,1.0,Bellingham,2012,13128000.0
6,4,6,1.0,1.0,1,1.0,Bellingham,2013,19285454.0
7,4,6,1.0,1.0,1,1.0,Bellingham,2014,20205454.0
7,6,8,0.5333333333333333,0.7333333333333332,3,1.6666666666666667,Bellingham,2015,22015454.0
9,6,12,0.8,0.9,2,1.2,Bellingham,2016,22015454.0
10,6,12,0.8,0.9,2,1.2,Bellingham,2017,22800454.0
11,7,17,0.8095238095238095,0.9047619047619048,2,1.1904761904761905,Bellingham,2019,37300454.0
11,7,17,0.8095238095238095,0.9047619047619048,2,1.1904761904761905,Bellingham,2020,38335454.0
11,7,18,0.8571428571428571,0.9285714285714286,2,1.1428571428571428,Bellingham,2021,142715454.0
11,7,18,0.8571428571428571,0.9285714285714286,2,1.1428571428571428,Bellingham,2022,343755454.0
1,2,1,1.0,1.0,1,1.0,Derby,2012,39775060.0
4,3,3,1.0,1.0,1,1.0,Derby,2016,48535767.0
7,3,3,1.0,1.0,1,1.0,Derby,2017,49217249.0
8,3,3,1.0,1.0,1,1.0,Derby,2018,49488392.0
9,3,3,1.0,1.0,1,1.0,Derby,2019,49488392.0
10,4,6,1.0,1.0,1,1.0,Derby,2022,462162917.0
2,2,1,1.0,1.0,1,1.0,Astana,2017,200000.0
2,2,1,1.0,1.0,1,1.0,Astana,2020,450000.0
3,2,1,1.0,1.0,1,1.0,Astana,2022,55593361.0
1,2,1,1.0,1.0,1,1.0,Corte Madera,2012,2200000.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Corte Madera,2016,15580000.0
1,2,1,1.0,1.0,1,1.0,Knowle,2014,
1,2,1,1.0,1.0,1,1.0,Daejeon,2010,0.0
2,2,1,1.0,1.0,1,1.0,Daejeon,2015,1439857.0
3,2,1,1.0,1.0,1,1.0,Daejeon,2020,124665717.0
1,2,1,1.0,1.0,1,1.0,Mishmarot,2015,
1,2,1,1.0,1.0,1,1.0,Hoofddorp,2000,13000000.0
1,2,1,1.0,1.0,1,1.0,Hoofddorp,2001,13000000.0
2,2,1,1.0,1.0,1,1.0,Hoofddorp,2015,209999138.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hoofddorp,2021,220471192.0
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hoofddorp,2022,308210285.0
1,2,1,1.0,1.0,1,1.0,Youghal,2018,
1,2,1,1.0,1.0,1,1.0,Goring,2021,
1,2,1,1.0,1.0,1,1.0,Haren,2016,
1,3,3,1.0,1.0,1,1.0,Haren,2017,
1,2,1,1.0,1.0,1,1.0,Santa Monica,1972,
1,2,1,1.0,1.0,1,1.0,Santa Monica,1981,
1,2,1,1.0,1.0,1,1.0,Santa Monica,1985,
2,2,1,1.0,1.0,1,1.0,Santa Monica,1989,
3,2,1,1.0,1.0,1,1.0,Santa Monica,1998,
4,2,1,1.0,1.0,1,1.0,Santa Monica,2000,309000000.0
6,2,1,1.0,1.0,1,1.0,Santa Monica,2003,432670000.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Santa Monica,2004,455670000.0
10,4,3,0.5,0.75,2,1.5,Santa Monica,2005,552820000.0
15,5,4,0.4,0.6416666666666668,4,2.0,Santa Monica,2006,553420000.0
17,5,4,0.4,0.6416666666666668,4,2.0,Santa Monica,2007,850082000.0
21,15,14,0.13333333333333333,0.41836734693877553,7,3.1809523809523808,Santa Monica,2008,1111435062.0
20,30,31,0.07126436781609195,0.3076491516146682,10,4.360919540229885,Santa Monica,2009,1297005029.0
24,45,51,0.051515151515151514,0.262512812664328,13,5.317171717171717,Santa Monica,2010,1354110028.0
28,79,113,0.03667640376501136,0.25723833128896595,11,5.0389483933787735,Santa Monica,2011,1540426333.0
28,96,159,0.034868421052631576,0.2730669634945951,11,4.68969298245614,Santa Monica,2012,1752954901.0
42,121,205,0.028236914600550965,0.26443682197814405,11,4.773002754820936,Santa Monica,2013,2425845901.0
54,146,253,0.02390174775625886,0.26282666737553667,11,4.637694851204535,Santa Monica,2014,2562612395.0
64,171,298,0.020502235982112142,0.256407745447961,11,4.700515995872033,Santa Monica,2015,3195788204.0
87,180,323,0.02004965859714463,0.2612529032454205,11,4.606145251396648,Santa Monica,2016,3748826675.0
97,200,364,0.01829145728643216,0.25390585865837556,12,4.742864321608041,Santa Monica,2017,4639815386.0
97,244,432,0.014571948998178506,0.23098277381321272,14,5.288133306348243,Santa Monica,2018,6289383739.0
104,267,477,0.013432457548365296,0.23894629036562573,11,4.8951592464306835,Santa Monica,2019,10361974204.0
105,281,509,0.012938485002541942,0.24058696944764735,11,4.833401118454499,Santa Monica,2020,12123579623.0
108,300,539,0.01201783723522854,0.23817524102323634,11,4.849342251950947,Santa Monica,2021,14785785372.0
109,305,546,0.01177739430543572,0.23712939359095453,11,4.872174288179465,Santa Monica,2022,20508383886.0
111,305,550,0.01186367558239862,0.23798452835409473,11,4.855996548748921,Santa Monica,2023,24457534323.0
112,305,550,0.01186367558239862,0.23798452835409473,11,4.855996548748921,Santa Monica,2024,25316713467.0
1,2,1,1.0,1.0,1,1.0,Baar,2013,300000.0
2,2,1,1.0,1.0,1,1.0,Baar,2014,300000.0
3,2,1,1.0,1.0,1,1.0,Baar,2017,551562624.0
4,2,1,1.0,1.0,1,1.0,Baar,2018,561432051.0
4,2,1,1.0,1.0,1,1.0,Baar,2020,561787738.0
4,2,1,1.0,1.0,1,1.0,Baar,2022,736054448.0
1,2,1,1.0,1.0,1,1.0,Dubrovnik,2015,20000.0
1,2,1,1.0,1.0,1,1.0,La Mézière,2016,
